,State,County,URL
302,Colorado,Rio Blanco,"https://en.wikipedia.org/wiki/Rio_Blanco_County,_Colorado"
303,Colorado,Rio Grande,"https://en.wikipedia.org/wiki/Rio_Grande_County,_Colorado"
304,Colorado,Routt,"https://en.wikipedia.org/wiki/Routt_County,_Colorado"
305,Colorado,Saguache,"https://en.wikipedia.org/wiki/Saguache_County,_Colorado"
306,Colorado,San Juan,"https://en.wikipedia.org/wiki/San_Juan_County,_Colorado"
307,Colorado,San Miguel,"https://en.wikipedia.org/wiki/San_Miguel_County,_Colorado"
308,Colorado,Sedgwick,"https://en.wikipedia.org/wiki/Sedgwick_County,_Colorado"
309,Colorado,Summit,"https://en.wikipedia.org/wiki/Summit_County,_Colorado"
310,Colorado,Teller,"https://en.wikipedia.org/wiki/Teller_County,_Colorado"
311,Colorado,Washington,"https://en.wikipedia.org/wiki/Washington_County,_Colorado"
312,Colorado,Weld,"https://en.wikipedia.org/wiki/Weld_County,_Colorado"
313,Colorado,Yuma,"https://en.wikipedia.org/wiki/Yuma_County,_Colorado"
314,Connecticut,Fairfield[n],"https://en.wikipedia.org/wiki/Fairfield_County,_Connecticut"
