"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
MT-005,"Blaine County",48.5,121,4.5,44
MT-007,"Broadwater County",47.0,114,3.7,43.3
MT-009,"Carbon County",46.1,106,3.3,42.8
MT-011,"Carter County",46.7,91,1.8,44.9
MT-013,"Cascade County",47.6,105,3.1,44.5
MT-015,"Chouteau County",49.6,122,4.5,45.1
MT-017,"Custer County",48.8,106,2.7,46.1
MT-019,"Daniels County",45.4,110,3.5,41.9
MT-021,"Dawson County",47.4,104,2.5,44.9
MT-023,"Deer Lodge County",43.4,123,5.2,38.2
MT-025,"Fallon County",46.9,93,1.8,45.1
MT-027,"Fergus County",48.7,115,3.7,45
MT-029,"Flathead County",46.1,128,6.2,39.9
MT-031,"Gallatin County",43.9,109,3.4,40.5
MT-033,"Garfield County",48.9,112,3.5,45.4
MT-035,"Glacier County",46.8,125,6.2,40.6
MT-037,"Golden Valley County",48.7,112,3.4,45.3
MT-039,"Granite County",44.5,125,5.5,39
MT-041,"Hill County",47.7,122,4.5,43.2
MT-043,"Jefferson County",46.0,122,4.9,41.1
MT-045,"Judith Basin County",46.5,114,3.8,42.7
MT-047,"Lake County",48.7,127,5.8,42.9
MT-049,"Lewis and Clark County",46.1,120,4.6,41.5
MT-051,"Liberty County",48.1,124,4.9,43.2
MT-053,"Lincoln County",48.0,128,6.9,41.1
MT-055,"McCone County",47.7,107,2.9,44.8
MT-057,"Madison County",43.9,111,3.7,40.2
MT-059,"Meagher County",44.7,120,4.4,40.3
MT-061,"Mineral County",47.3,126,5.3,42
MT-063,"Missoula County",46.4,125,5.2,41.2
MT-065,"Musselshell County",49.7,111,3.3,46.4
MT-067,"Park County",43.6,117,4.1,39.5
MT-069,"Petroleum County",50.8,116,3.9,46.9
MT-071,"Phillips County",48.9,117,3.9,45
MT-073,"Pondera County",48.4,124,5.6,42.8
MT-075,"Powder River County",48.5,100,2.4,46.1
MT-077,"Powell County",45.1,125,5.4,39.7
MT-079,"Prairie County",48.1,103,2.6,45.5
MT-081,"Ravalli County",45.1,124,4.9,40.2
MT-083,"Richland County",47.3,106,2.7,44.6
MT-085,"Roosevelt County",46.8,106,3.0,43.8
MT-087,"Rosebud County",49.1,110,3.1,46
MT-089,"Sanders County",48.1,126,5.2,42.9
MT-091,"Sheridan County",45.8,108,3.1,42.7
MT-093,"Silver Bow County",44.9,123,5.1,39.8
MT-095,"Stillwater County",47.4,105,3.1,44.3
MT-097,"Sweet Grass County",47.3,114,4.0,43.3
MT-099,"Teton County",47.2,121,4.5,42.7
MT-101,"Toole County",48.7,124,5.4,43.3
MT-103,"Treasure County",49.3,105,2.8,46.5
MT-105,"Valley County",47.4,116,3.8,43.6
MT-107,"Wheatland County",47.4,112,3.8,43.6
MT-109,"Wibaux County",47.0,95,1.9,45.1
MT-111,"Yellowstone County",50.0,110,3.1,46.9
NE-001,"Adams County",54.1,83,1.4,52.7
NE-003,"Antelope County",52.0,85,1.2,50.8
NE-005,"Arthur County",51.9,109,2.7,49.2
NE-007,"Banner County",49.3,90,1.6,47.7
NE-009,"Blaine County",52.7,101,2.2,50.5
NE-011,"Boone County",52.4,84,1.4,51
NE-013,"Box Butte County",48.9,86,1.4,47.5
NE-015,"Boyd County",52.3,85,1.2,51.1
NE-017,"Brown County",51.9,91,1.6,50.3
NE-019,"Buffalo County",53.6,94,1.8,51.8
NE-021,"Burt County",51.9,61,0.0,51.9
NE-023,"Butler County",52.8,67,0.2,52.6
NE-025,"Cass County",54.2,69,0.3,53.9
NE-027,"Cedar County",51.2,74,0.4,50.8
NE-029,"Chase County",54.6,112,3.3,51.3
NE-031,"Cherry County",50.5,93,1.7,48.8
NE-033,"Cheyenne County",49.7,73,0.7,49
NE-035,"Clay County",54.1,83,1.1,53
NE-037,"Colfax County",52.2,66,0.1,52.1
NE-039,"Cuming County",51.3,59,-0.3,51.6
NE-041,"Custer County",52.6,99,2.1,50.5
NE-043,"Dakota County",51.2,62,0.0,51.2
NE-045,"Dawes County",50.1,93,1.9,48.2
NE-047,"Dawson County",53.2,89,1.4,51.8
NE-049,"Deuel County",52.2,97,2.0,50.2
NE-051,"Dixon County",50.8,58,-0.2,51
NE-053,"Dodge County",52.4,66,0.0,52.4
NE-055,"Douglas County",53.7,67,0.4,53.3
NE-057,"Dundy County",55.1,110,3.0,52.1
NE-059,"Fillmore County",54.0,75,0.5,53.5
NE-061,"Franklin County",54.5,81,0.9,53.6
NE-063,"Frontier County",54.0,99,2.0,52
NE-065,"Furnas County",55.2,102,2.0,53.2
NE-067,"Gage County",54.5,70,0.3,54.2
NE-069,"Garden County",50.4,95,1.6,48.8
NE-071,"Garfield County",51.3,82,1.0,50.3
NE-073,"Gosper County",53.9,90,1.4,52.5
NE-075,"Grant County",50.4,105,2.2,48.2
NE-077,"Greeley County",52.0,79,1.0,51
NE-079,"Hall County",54.0,90,1.7,52.3
NE-081,"Hamilton County",54.5,91,1.8,52.7
NE-083,"Harlan County",54.8,81,1.1,53.7
NE-085,"Hayes County",54.5,108,2.7,51.8
NE-087,"Hitchcock County",55.2,106,2.4,52.8
NE-089,"Holt County",51.7,84,1.2,50.5
NE-091,"Hooker County",51.6,104,2.3,49.3
NE-093,"Howard County",53.3,85,1.4,51.9
NE-095,"Jefferson County",54.4,68,0.3,54.1
NE-097,"Johnson County",54.2,63,-0.1,54.3
NE-099,"Kearney County",53.7,84,1.2,52.5
NE-101,"Keith County",53.6,110,2.9,50.7
NE-103,"Keya Paha County",52.1,90,1.8,50.3
NE-105,"Kimball County",48.4,81,1.1,47.3
NE-107,"Knox County",52.1,86,1.1,51
NE-109,"Lancaster County",54.3,70,0.5,53.8
NE-111,"Lincoln County",53.3,102,2.3,51
NE-113,"Logan County",52.5,101,2.3,50.2
NE-115,"Loup County",51.8,91,1.6,50.2
NE-117,"McPherson County",52.2,106,2.4,49.8
NE-119,"Madison County",52.2,81,1.0,51.2
NE-121,"Merrick County",54.4,97,2.0,52.4
NE-123,"Morrill County",49.8,87,1.3,48.5
NE-125,"Nance County",53.6,90,1.7,51.9
NE-127,"Nemaha County",54.2,52,-0.7,54.9
NE-129,"Nuckolls County",54.6,78,1.0,53.6
NE-131,"Otoe County",54.4,68,0.1,54.3
NE-133,"Pawnee County",54.2,57,-0.5,54.7
NE-135,"Perkins County",53.8,110,3.0,50.8
NE-137,"Phelps County",53.9,88,1.4,52.5
NE-139,"Pierce County",51.7,80,1.0,50.7
NE-141,"Platte County",52.8,81,1.0,51.8
NE-143,"Polk County",54.6,93,1.9,52.7
NE-145,"Red Willow County",55.4,108,2.5,52.9
NE-147,"Richardson County",54.7,56,-0.6,55.3
NE-149,"Rock County",51.6,89,1.5,50.1
NE-151,"Saline County",54.3,73,0.6,53.7
NE-153,"Sarpy County",54.0,68,0.3,53.7
NE-155,"Saunders County",53.4,66,0.3,53.1
NE-157,"Scotts Bluff County",50.1,93,1.7,48.4
NE-159,"Seward County",53.9,78,0.7,53.2
NE-161,"Sheridan County",49.6,96,2.0,47.6
NE-163,"Sherman County",52.8,93,1.6,51.2
NE-165,"Sioux County",48.1,82,1.3,46.8
NE-167,"Stanton County",51.7,69,0.3,51.4
NE-169,"Thayer County",54.3,69,0.3,54
NE-171,"Thomas County",52.4,97,2.1,50.3
NE-173,"Thurston County",51.2,59,-0.1,51.3
NE-175,"Valley County",51.8,82,1.2,50.6
NE-177,"Washington County",53.0,64,0.2,52.8
NE-179,"Wayne County",51.2,71,0.4,50.8
NE-181,"Webster County",54.6,81,1.0,53.6
NE-183,"Wheeler County",51.7,83,1.1,50.6
NE-185,"York County",54.7,88,1.5,53.2
NV-001,"Churchill County",54.5,111,3.2,51.3
NV-003,"Clark County",67.8,108,3.4,64.4
NV-005,"Douglas County",53.8,119,4.4,49.4
NV-007,"Elko County",49.0,116,3.3,45.7
NV-009,"Esmeralda County",56.0,113,3.8,52.2
NV-011,"Eureka County",49.6,109,3.0,46.6
NV-013,"Humboldt County",54.0,123,4.6,49.4
NV-015,"Lander County",51.3,106,2.9,48.4
NV-017,"Lincoln County",58.5,108,3.3,55.2
NV-019,"Lyon County",55.1,119,4.2,50.9
NV-021,"Mineral County",54.4,118,4.4,50
NV-023,"Nye County",55.5,112,3.7,51.8
NV-027,"Pershing County",54.2,114,3.2,51
NV-029,"Storey County",55.9,123,5.0,50.9
NV-031,"Washoe County",54.5,122,4.9,49.6
NV-033,"White Pine County",49.1,108,2.9,46.2
NV-510,"Carson City",55.5,124,5.3,50.2
NH-001,"Belknap County",50.0,109,2.9,47.1
NH-003,"Carroll County",49.0,113,3.3,45.7
NH-005,"Cheshire County",48.7,91,1.7,47
NH-007,"Coos County",46.4,115,3.8,42.6
NH-009,"Grafton County",47.8,113,3.3,44.5
NH-011,"Hillsborough County",50.3,102,2.2,48.1
NH-013,"Merrimack County",49.8,107,2.7,47.1
NH-015,"Rockingham County",51.5,104,2.3,49.2
NH-017,"Strafford County",50.5,104,2.4,48.1
NH-019,"Sullivan County",48.4,105,2.6,45.8
NJ-001,"Atlantic County",56.1,73,0.9,55.2
NJ-003,"Bergen County",54.0,68,0.4,53.6
NJ-005,"Burlington County",54.9,53,-0.3,55.2
NJ-007,"Camden County",55.2,52,-0.4,55.6
NJ-009,"Cape May County",57.0,72,0.9,56.1
NJ-011,"Cumberland County",55.9,63,0.4,55.5
NJ-013,"Essex County",53.8,60,0.0,53.8
NJ-015,"Gloucester County",55.6,56,-0.2,55.8
NJ-017,"Hudson County",55.9,67,0.2,55.7
NJ-019,"Hunterdon County",52.2,59,0.1,52.1
NJ-021,"Mercer County",53.6,52,-0.5,54.1
NJ-023,"Middlesex County",54.3,58,-0.1,54.4
NJ-025,"Monmouth County",54.7,58,0.0,54.7
NJ-027,"Morris County",51.5,57,-0.1,51.6
NJ-029,"Ocean County",55.0,58,0.0,55
NJ-031,"Passaic County",52.0,61,0.1,51.9
NJ-033,"Salem County",55.7,55,-0.3,56
NJ-035,"Somerset County",53.1,59,0.0,53.1
NJ-037,"Sussex County",50.4,59,0.1,50.3
NJ-039,"Union County",54.3,60,-0.1,54.4
NJ-041,"Warren County",51.1,58,0.3,50.8
NM-001,"Bernalillo County",52.9,51,-0.1,53
NM-003,"Catron County",48.0,32,-1.2,49.2
NM-005,"Chaves County",59.9,89,1.2,58.7
NM-006,"Cibola County",48.7,31,-1.1,49.8
NM-007,"Colfax County",48.0,57,-0.3,48.3
NM-009,"Curry County",57.6,89,1.1,56.5
NM-011,"De Baca County",59.2,102,1.9,57.3
NM-013,"Dona Ana County",61.0,54,-0.1,61.1
NM-015,"Eddy County",61.9,77,0.8,61.1
NM-017,"Grant County",55.2,30,-1.0,56.2
NM-019,"Guadalupe County",55.9,79,0.8,55.1
NM-021,"Harding County",55.2,80,0.7,54.5
NM-023,"Hidalgo County",58.3,20,-1.8,60.1
NM-025,"Lea County",61.0,79,0.8,60.2
NM-027,"Lincoln County",54.6,59,0.2,54.4
NM-028,"Los Alamos County",47.5,54,-0.4,47.9
NM-029,"Luna County",59.4,24,-1.5,60.9
NM-031,"McKinley County",49.9,59,0.0,49.9
NM-033,"Mora County",48.7,68,0.4,48.3
NM-035,"Otero County",57.3,43,-0.3,57.6
NM-037,"Quay County",58.0,79,0.5,57.5
NM-039,"Rio Arriba County",46.8,73,0.2,46.6
NM-041,"Roosevelt County",58.6,92,1.3,57.3
NM-043,"Sandoval County",50.0,50,-0.5,50.5
NM-045,"San Juan County",52.4,74,0.5,51.9
NM-047,"San Miguel County",53.3,63,0.2,53.1
NM-049,"Santa Fe County",49.3,50,-0.5,49.8
NM-051,"Sierra County",56.3,23,-1.3,57.6
NM-053,"Socorro County",53.6,49,-0.4,54
NM-055,"Taos County",44.4,69,0.2,44.2
NM-057,"Torrance County",50.8,60,0.1,50.7
NM-059,"Union County",53.3,72,0.4,52.9
NM-061,"Valencia County",54.7,57,0.0,54.7
NY-001,"Albany County",50.6,77,1.0,49.6
NY-003,"Allegany County",47.9,54,-0.1,48
NY-005,"Bronx County",56.6,72,0.7,55.9
NY-007,"Broome County",48.7,60,0.0,48.7
NY-009,"Cattaraugus County",47.4,47,-0.7,48.1
NY-011,"Cayuga County",50.2,70,0.5,49.7
NY-013,"Chautauqua County",48.9,48,-0.6,49.5
NY-015,"Chemung County",48.7,53,-0.1,48.8
NY-017,"Chenango County",48.0,63,0.4,47.6
NY-019,"Clinton County",48.5,105,2.7,45.8
NY-021,"Columbia County",51.3,80,1.4,49.9
NY-023,"Cortland County",47.8,64,0.4,47.4
NY-025,"Delaware County",47.1,64,0.1,47
NY-027,"Dutchess County",52.5,90,1.9,50.6
NY-029,"Erie County",50.5,67,0.6,49.9
NY-031,"Essex County",45.0,77,0.7,44.3
NY-033,"Franklin County",46.4,91,2.0,44.4
NY-035,"Fulton County",48.3,76,1.0,47.3
NY-037,"Genesee County",50.1,65,0.5,49.6
NY-039,"Greene County",48.9,72,0.8,48.1
NY-041,"Hamilton County",44.6,80,1.0,43.6
NY-043,"Herkimer County",46.7,83,1.1,45.6
NY-045,"Jefferson County",50.0,102,2.3,47.7
NY-047,"Kings County",56.7,68,0.4,56.3
NY-049,"Lewis County",47.5,93,2.1,45.4
NY-051,"Livingston County",50.0,62,0.4,49.6
NY-053,"Madison County",48.7,75,1.0,47.7
NY-055,"Monroe County",50.7,61,0.3,50.4
NY-057,"Montgomery County",49.8,71,0.6,49.2
NY-059,"Nassau County",56.3,76,1.0,55.3
NY-061,"New York County",56.5,69,0.4,56.1
NY-063,"Niagara County",51.2,70,0.6,50.6
NY-065,"Oneida County",49.1,85,1.4,47.7
NY-067,"Onondaga County",50.4,78,1.1,49.3
NY-069,"Ontario County",50.3,70,0.6,49.7
NY-071,"Orange County",52.0,79,1.2,50.8
NY-073,"Orleans County",50.8,65,0.5,50.3
NY-075,"Oswego County",50.5,90,1.7,48.8
NY-077,"Otsego County",47.2,59,-0.1,47.3
NY-079,"Putnam County",53.2,92,1.9,51.3
NY-081,"Queens County",56.6,71,0.6,56
NY-083,"Rensselaer County",51.0,95,2.1,48.9
NY-085,"Richmond County",56.0,65,0.1,55.9
NY-087,"Rockland County",53.5,76,1.0,52.5
NY-089,"St. Lawrence County",48.5,100,2.5,46
NY-091,"Saratoga County",50.0,92,1.8,48.2
NY-093,"Schenectady County",50.7,88,1.4,49.3
NY-095,"Schoharie County",48.0,68,0.2,47.8
NY-097,"Schuyler County",49.0,56,0.1,48.9
NY-099,"Seneca County",50.8,66,0.4,50.4
NY-101,"Steuben County",48.3,56,0.0,48.3
NY-103,"Suffolk County",55.3,85,1.4,53.9
NY-105,"Sullivan County",49.1,74,0.8,48.3
NY-107,"Tioga County",48.3,51,-0.4,48.7
NY-109,"Tompkins County",48.8,55,0.0,48.8
NY-111,"Ulster County",50.6,81,1.4,49.2
NY-113,"Warren County",47.1,83,1.2,45.9
NY-115,"Washington County",49.5,88,1.6,47.9
NY-117,"Wayne County",51.1,72,0.7,50.4
NY-119,"Westchester County",54.3,83,1.3,53
NY-121,"Wyoming County",48.8,62,0.6,48.2
NY-123,"Yates County",49.9,63,0.3,49.6
NC-001,"Alamance County",56.4,22,-2.4,58.8
NC-003,"Alexander County",56.1,26,-2.0,58.1
NC-005,"Alleghany County",50.3,30,-1.8,52.1
NC-007,"Anson County",59.8,33,-1.8,61.6
NC-009,"Ashe County",48.3,20,-2.7,51
NC-011,"Avery County",48.1,18,-2.5,50.6
NC-013,"Beaufort County",60.7,29,-1.8,62.5
NC-015,"Bertie County",59.4,36,-1.2,60.6
NC-017,"Bladen County",61.4,41,-1.2,62.6
NC-019,"Brunswick County",62.4,35,-1.6,64
NC-021,"Buncombe County",51.6,19,-2.5,54.1
NC-023,"Burke County",55.5,22,-2.2,57.7
NC-025,"Cabarrus County",58.1,29,-2.0,60.1
NC-027,"Caldwell County",55.0,24,-2.2,57.2
NC-029,"Camden County",59.9,33,-1.2,61.1
NC-031,"Carteret County",62.8,27,-1.9,64.7
NC-033,"Caswell County",55.8,22,-2.6,58.4
NC-035,"Catawba County",56.7,24,-2.2,58.9
NC-037,"Chatham County",57.7,24,-2.2,59.9
NC-039,"Cherokee County",53.9,19,-2.7,56.6
NC-041,"Chowan County",60.2,37,-1.0,61.2
NC-043,"Clay County",52.1,16,-3.0,55.1
NC-045,"Cleveland County",56.9,23,-2.4,59.3
NC-047,"Columbus County",61.8,38,-1.3,63.1
NC-049,"Craven County",61.0,31,-1.8,62.8
NC-051,"Cumberland County",60.9,45,-1.1,62
NC-053,"Currituck County",60.6,32,-1.3,61.9
NC-055,"Dare County",62.0,21,-2.0,64
NC-057,"Davidson County",56.8,28,-2.1,58.9
NC-059,"Davie County",56.2,28,-2.1,58.3
NC-061,"Duplin County",60.3,32,-1.7,62
NC-063,"Durham County",57.4,32,-1.7,59.1
NC-065,"Edgecombe County",58.7,27,-1.9,60.6
NC-067,"Forsyth County",56.0,28,-2.0,58
NC-069,"Franklin County",57.7,36,-1.4,59.1
NC-071,"Gaston County",57.9,29,-1.8,59.7
NC-073,"Gates County",59.0,35,-1.3,60.3
NC-075,"Graham County",51.9,16,-2.9,54.8
NC-077,"Granville County",56.8,33,-1.5,58.3
NC-079,"Greene County",59.4,22,-2.1,61.5
NC-081,"Guilford County",56.2,25,-2.2,58.4
NC-083,"Halifax County",57.9,33,-1.7,59.6
NC-085,"Harnett County",59.5,36,-1.6,61.1
NC-087,"Haywood County",48.5,16,-2.9,51.4
NC-089,"Henderson County",53.8,29,-1.8,55.6
NC-091,"Hertford County",59.0,42,-1.1,60.1
NC-093,"Hoke County",60.4,44,-1.1,61.5
NC-095,"Hyde County",61.5,21,-2.3,63.8
NC-097,"Iredell County",56.3,26,-2.2,58.5
NC-099,"Jackson County",49.9,15,-2.8,52.7
NC-101,"Johnston County",59.3,32,-1.7,61
NC-103,"Jones County",60.4,29,-1.8,62.2
NC-105,"Lee County",58.6,30,-1.8,60.4
NC-107,"Lenoir County",59.4,20,-2.4,61.8
NC-109,"Lincoln County",57.2,27,-1.9,59.1
NC-111,"McDowell County",54.5,22,-2.3,56.8
NC-113,"Macon County",50.5,9,-3.4,53.9
NC-115,"Madison County",51.9,15,-3.0,54.9
NC-117,"Martin County",59.6,36,-1.4,61
NC-119,"Mecklenburg County",58.4,30,-1.7,60.1
NC-121,"Mitchell County",49.2,16,-2.7,51.9
NC-123,"Montgomery County",58.8,27,-1.9,60.7
NC-125,"Moore County",59.1,35,-1.6,60.7
NC-127,"Nash County",58.1,32,-1.6,59.7
NC-129,"New Hanover County",62.4,35,-1.7,64.1
NC-131,"Northampton County",58.1,36,-1.5,59.6
NC-133,"Onslow County",61.4,34,-1.6,63
NC-135,"Orange County",56.5,25,-2.2,58.7
NC-137,"Pamlico County",61.7,25,-2.1,63.8
NC-139,"Pasquotank County",60.0,36,-1.2,61.2
NC-141,"Pender County",61.4,34,-1.5,62.9
NC-143,"Perquimans County",60.0,37,-1.1,61.1
NC-145,"Person County",55.8,29,-2.1,57.9
NC-147,"Pitt County",59.8,29,-1.9,61.7
NC-149,"Polk County",57.7,34,-1.4,59.1
NC-151,"Randolph County",57.3,23,-2.3,59.6
NC-153,"Richmond County",60.2,40,-1.3,61.5
NC-155,"Robeson County",61.3,41,-1.2,62.5
NC-157,"Rockingham County",55.6,18,-2.6,58.2
NC-159,"Rowan County",56.8,27,-2.3,59.1
NC-161,"Rutherford County",57.0,24,-2.0,59
NC-163,"Sampson County",60.7,42,-1.1,61.8
NC-165,"Scotland County",60.8,45,-1.0,61.8
NC-167,"Stanly County",58.8,31,-1.9,60.7
NC-169,"Stokes County",55.1,25,-2.2,57.3
NC-171,"Surry County",54.6,30,-1.8,56.4
NC-173,"Swain County",49.8,13,-3.1,52.9
NC-175,"Transylvania County",52.2,26,-1.9,54.1
NC-177,"Tyrrell County",61.1,31,-1.6,62.7
NC-179,"Union County",58.9,30,-1.8,60.7
NC-181,"Vance County",56.9,34,-1.5,58.4
NC-183,"Wake County",58.4,31,-1.6,60
NC-185,"Warren County",57.0,31,-1.7,58.7
NC-187,"Washington County",60.4,36,-1.2,61.6
NC-189,"Watauga County",48.7,19,-2.6,51.3
NC-191,"Wayne County",59.7,32,-1.7,61.4
NC-193,"Wilkes County",54.8,28,-1.8,56.6
NC-195,"Wilson County",59.1,31,-1.7,60.8
NC-197,"Yadkin County",55.8,34,-1.8,57.6
NC-199,"Yancey County",49.1,19,-2.6,51.7
ND-001,"Adams County",47.4,107,2.8,44.6
ND-003,"Barnes County",45.7,83,1.5,44.2
ND-005,"Benson County",44.6,87,1.7,42.9
ND-007,"Billings County",47.0,100,2.4,44.6
ND-009,"Bottineau County",45.0,95,2.4,42.6
ND-011,"Bowman County",46.9,98,2.2,44.7
ND-013,"Burke County",44.5,97,2.2,42.3
ND-015,"Burleigh County",46.5,92,2.0,44.5
ND-017,"Cass County",46.0,71,0.8,45.2
ND-019,"Cavalier County",43.9,95,2.4,41.5
ND-021,"Dickey County",46.2,78,0.8,45.4
ND-023,"Divide County",44.6,99,2.4,42.2
ND-025,"Dunn County",47.0,100,2.4,44.6
ND-027,"Eddy County",45.3,86,1.8,43.5
ND-029,"Emmons County",47.1,87,1.6,45.5
ND-031,"Foster County",45.5,86,1.7,43.8
ND-033,"Golden Valley County",46.8,96,2.0,44.8
ND-035,"Grand Forks County",45.9,84,1.7,44.2
ND-037,"Grant County",47.5,99,2.4,45.1
ND-039,"Griggs County",44.7,80,1.3,43.4
ND-041,"Hettinger County",47.2,105,2.8,44.4
ND-043,"Kidder County",45.2,80,1.3,43.9
ND-045,"LaMoure County",46.2,81,1.2,45
ND-047,"Logan County",45.3,76,1.0,44.3
ND-049,"McHenry County",45.7,93,1.9,43.8
ND-051,"McIntosh County",45.7,81,1.0,44.7
ND-053,"McKenzie County",46.6,98,2.3,44.3
ND-055,"McLean County",46.6,98,2.2,44.4
ND-057,"Mercer County",47.4,101,2.4,45
ND-059,"Morton County",47.4,101,2.4,45
ND-061,"Mountrail County",45.4,97,2.2,43.2
ND-063,"Nelson County",44.4,82,1.6,42.8
ND-065,"Oliver County",47.2,101,2.2,45
ND-067,"Pembina County",45.6,96,2.5,43.1
ND-069,"Pierce County",44.4,91,1.8,42.6
ND-071,"Ramsey County",44.6,91,2.0,42.6
ND-073,"Ransom County",46.2,74,0.7,45.5
ND-075,"Renville County",45.7,99,2.4,43.3
ND-077,"Richland County",46.9,75,0.8,46.1
ND-079,"Rolette County",43.3,92,2.2,41.1
ND-081,"Sargent County",46.3,73,0.4,45.9
ND-083,"Sheridan County",45.8,94,2.1,43.7
ND-085,"Sioux County",47.7,95,2.0,45.7
ND-087,"Slope County",47.1,100,2.2,44.9
ND-089,"Stark County",47.2,103,2.7,44.5
ND-091,"Steele County",44.5,67,0.4,44.1
ND-093,"Stutsman County",45.8,82,1.6,44.2
ND-095,"Towner County",43.9,97,2.5,41.4
ND-097,"Traill County",45.6,69,0.5,45.1
ND-099,"Walsh County",45.5,92,2.2,43.3
ND-101,"Ward County",46.0,97,2.2,43.8
ND-103,"Wells County",45.1,84,1.7,43.4
ND-105,"Williams County",45.8,100,2.6,43.2
OH-001,"Adams County",52.8,32,-1.6,54.4
OH-003,"Allen County",53.5,74,0.8,52.7
OH-005,"Ashland County",51.0,48,-0.4,51.4
OH-007,"Ashtabula County",51.0,59,0.2,50.8
OH-009,"Athens County",51.8,29,-2.0,53.8
OH-011,"Auglaize County",53.2,69,0.5,52.7
OH-013,"Belmont County",50.3,24,-2.4,52.7
OH-015,"Brown County",53.0,40,-1.2,54.2
OH-017,"Butler County",53.3,41,-0.9,54.2
OH-019,"Carroll County",50.3,35,-1.2,51.5
OH-021,"Champaign County",52.6,56,-0.1,52.7
OH-023,"Clark County",53.4,68,0.2,53.2
OH-025,"Clermont County",53.6,38,-1.1,54.7
OH-027,"Clinton County",53.8,67,0.4,53.4
OH-029,"Columbiana County",49.8,34,-1.5,51.3
OH-031,"Coshocton County",51.0,37,-1.2,52.2
OH-033,"Crawford County",52.2,60,0.3,51.9
OH-035,"Cuyahoga County",52.9,57,0.2,52.7
OH-037,"Darke County",52.6,53,-0.2,52.8
OH-039,"Defiance County",52.5,70,0.4,52.1
OH-041,"Delaware County",51.9,38,-1.2,53.1
OH-043,"Erie County",52.7,42,-0.8,53.5
OH-045,"Fairfield County",51.3,30,-2.0,53.3
OH-047,"Fayette County",53.5,60,0.1,53.4
OH-049,"Franklin County",52.6,36,-1.3,53.9
OH-051,"Fulton County",52.3,71,0.7,51.6
OH-053,"Gallia County",52.5,22,-2.4,54.9
OH-055,"Geauga County",50.5,54,-0.1,50.6
OH-057,"Greene County",54.2,74,0.7,53.5
OH-059,"Guernsey County",51.3,34,-1.3,52.6
OH-061,"Hamilton County",54.0,38,-1.2,55.2
OH-063,"Hancock County",53.9,82,1.4,52.5
OH-065,"Hardin County",53.4,77,0.9,52.5
OH-067,"Harrison County",50.3,32,-1.8,52.1
OH-069,"Henry County",53.2,79,1.0,52.2
OH-071,"Highland County",53.3,50,-0.4,53.7
OH-073,"Hocking County",51.2,28,-2.1,53.3
OH-075,"Holmes County",51.0,44,-0.6,51.6
OH-077,"Huron County",51.8,44,-0.6,52.4
OH-079,"Jackson County",52.1,30,-1.9,54
OH-081,"Jefferson County",50.1,26,-2.4,52.5
OH-083,"Knox County",50.1,34,-1.6,51.7
OH-085,"Lake County",52.2,56,0.0,52.2
OH-087,"Lawrence County",53.4,32,-1.6,55
OH-089,"Licking County",50.6,30,-1.8,52.4
OH-091,"Logan County",52.2,54,-0.2,52.4
OH-093,"Lorain County",52.2,43,-0.8,53
OH-095,"Lucas County",54.1,84,1.4,52.7
OH-097,"Madison County",53.0,53,-0.3,53.3
OH-099,"Mahoning County",50.1,46,-0.7,50.8
OH-101,"Marion County",52.8,63,0.2,52.6
OH-103,"Medina County",52.0,54,0.0,52
OH-105,"Meigs County",52.0,24,-2.4,54.4
OH-107,"Mercer County",53.3,71,0.6,52.7
OH-109,"Miami County",53.9,73,0.6,53.3
OH-111,"Monroe County",50.1,18,-3.2,53.3
OH-113,"Montgomery County",54.1,68,0.4,53.7
OH-115,"Morgan County",51.5,29,-1.9,53.4
OH-117,"Morrow County",51.0,43,-0.7,51.7
OH-119,"Muskingum County",51.5,35,-1.3,52.8
OH-121,"Noble County",51.1,27,-2.1,53.2
OH-123,"Ottawa County",53.8,67,0.3,53.5
OH-125,"Paulding County",53.0,72,0.4,52.6
OH-127,"Perry County",51.0,32,-1.8,52.8
OH-129,"Pickaway County",52.8,35,-1.4,54.2
OH-131,"Pike County",52.5,31,-1.6,54.1
OH-133,"Portage County",51.2,58,0.3,50.9
OH-135,"Preble County",52.2,46,-0.7,52.9
OH-137,"Putnam County",53.6,78,0.9,52.7
OH-139,"Richland County",51.0,52,-0.1,51.1
OH-141,"Ross County",52.6,34,-1.4,54
OH-143,"Sandusky County",53.4,57,0.2,53.2
OH-145,"Scioto County",52.6,30,-1.9,54.5
OH-147,"Seneca County",53.1,70,0.5,52.6
OH-149,"Shelby County",53.1,69,0.4,52.7
OH-151,"Stark County",51.9,62,0.5,51.4
OH-153,"Summit County",52.7,70,0.8,51.9
OH-155,"Trumbull County",50.4,53,-0.3,50.7
OH-157,"Tuscarawas County",51.2,41,-0.8,52
OH-159,"Union County",52.4,46,-0.6,53
OH-161,"Van Wert County",53.5,77,0.8,52.7
OH-163,"Vinton County",51.6,28,-2.0,53.6
OH-165,"Warren County",54.0,55,-0.2,54.2
OH-167,"Washington County",51.9,28,-2.3,54.2
OH-169,"Wayne County",51.4,48,-0.3,51.7
OH-171,"Williams County",51.5,62,0.1,51.4
OH-173,"Wood County",53.9,78,1.1,52.8
OH-175,"Wyandot County",53.6,78,1.0,52.6
