"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
KY-147,"McCreary County",1.52,22,-1.32,2.84
KY-149,"McLean County",0.94,13,-1.92,2.86
KY-151,"Madison County",1.16,21,-1.43,2.59
KY-153,"Magoffin County",1.05,13,-1.55,2.6
KY-155,"Marion County",1.53,32,-1.3,2.83
KY-157,"Marshall County",1.34,19,-1.61,2.95
KY-159,"Martin County",1.52,23,-1.14,2.66
KY-161,"Mason County",0.73,10,-1.87,2.6
KY-163,"Meade County",1.08,18,-1.78,2.86
KY-165,"Menifee County",1.17,18,-1.43,2.6
KY-167,"Mercer County",1.21,23,-1.46,2.67
KY-169,"Metcalfe County",2.12,45,-0.75,2.87
KY-171,"Monroe County",2.0,36,-1.0,3
KY-173,"Montgomery County",1.06,16,-1.56,2.62
KY-175,"Morgan County",1.07,15,-1.49,2.56
KY-177,"Muhlenberg County",0.86,11,-2.01,2.87
KY-179,"Nelson County",1.12,19,-1.72,2.84
KY-181,"Nicholas County",0.77,11,-1.79,2.56
KY-183,"Ohio County",0.89,12,-2.0,2.89
KY-185,"Oldham County",1.23,21,-1.55,2.78
KY-187,"Owen County",0.99,15,-1.7,2.69
KY-189,"Owsley County",1.13,18,-1.5,2.63
KY-191,"Pendleton County",0.81,10,-1.75,2.56
KY-193,"Perry County",1.57,25,-1.17,2.74
KY-195,"Pike County",1.9,41,-0.74,2.64
KY-197,"Powell County",1.13,19,-1.46,2.59
KY-199,"Pulaski County",1.56,30,-1.3,2.86
KY-201,"Robertson County",0.6,8,-1.95,2.55
KY-203,"Rockcastle County",1.36,24,-1.43,2.79
KY-205,"Rowan County",1.26,19,-1.33,2.59
KY-207,"Russell County",2.14,46,-0.78,2.92
KY-209,"Scott County",0.88,13,-1.71,2.59
KY-211,"Shelby County",1.16,22,-1.61,2.77
KY-213,"Simpson County",1.51,26,-1.33,2.84
KY-215,"Spencer County",1.11,22,-1.71,2.82
KY-217,"Taylor County",2.05,42,-0.82,2.87
KY-219,"Todd County",1.19,17,-1.69,2.88
KY-221,"Trigg County",1.19,17,-1.81,3
KY-223,"Trimble County",1.17,18,-1.59,2.76
KY-225,"Union County",1.53,21,-1.46,2.99
KY-227,"Warren County",1.46,23,-1.44,2.9
KY-229,"Washington County",1.17,24,-1.61,2.78
KY-231,"Wayne County",1.66,32,-1.19,2.85
KY-233,"Webster County",1.22,18,-1.72,2.94
KY-235,"Whitley County",1.39,18,-1.49,2.88
KY-237,"Wolfe County",1.05,16,-1.52,2.57
KY-239,"Woodford County",1.1,22,-1.51,2.61
LA-001,"Acadia Parish",0.86,11,-2.77,3.63
LA-003,"Allen Parish",1.11,19,-2.67,3.78
LA-005,"Ascension Parish",0.51,11,-2.83,3.34
LA-007,"Assumption Parish",0.73,14,-2.94,3.67
LA-009,"Avoyelles Parish",0.48,10,-2.98,3.46
LA-011,"Beauregard Parish",1.98,38,-1.65,3.63
LA-013,"Bienville Parish",2.7,68,-0.56,3.26
LA-015,"Bossier Parish",2.17,51,-1.07,3.24
LA-017,"Caddo Parish",2.13,48,-1.17,3.3
LA-019,"Calcasieu Parish",2.02,41,-1.68,3.7
LA-021,"Caldwell Parish",1.46,36,-1.65,3.11
LA-023,"Cameron Parish",1.87,35,-1.82,3.69
LA-025,"Catahoula Parish",0.92,20,-2.28,3.2
LA-027,"Claiborne Parish",2.82,66,-0.4,3.22
LA-029,"Concordia Parish",0.91,18,-2.25,3.16
LA-031,"De Soto Parish",2.08,50,-1.17,3.25
LA-033,"East Baton Rouge Parish",0.56,12,-2.8,3.36
LA-035,"East Carroll Parish",1.63,45,-1.28,2.91
LA-037,"East Feliciana Parish",0.95,17,-2.42,3.37
LA-039,"Evangeline Parish",0.6,13,-3.18,3.78
LA-041,"Franklin Parish",1.08,25,-1.92,3
LA-043,"Grant Parish",0.77,17,-2.65,3.42
LA-045,"Iberia Parish",0.29,6,-3.28,3.57
LA-047,"Iberville Parish",0.36,9,-3.02,3.38
LA-049,"Jackson Parish",2.09,55,-1.14,3.23
LA-051,"Jefferson Parish",1.0,21,-2.34,3.34
LA-053,"Jefferson Davis Parish",1.3,18,-2.3,3.6
LA-055,"Lafayette Parish",0.51,9,-3.1,3.61
LA-057,"Lafourche Parish",1.23,21,-2.49,3.72
LA-059,"La Salle Parish",0.94,18,-2.42,3.36
LA-061,"Lincoln Parish",2.64,66,-0.56,3.2
LA-063,"Livingston Parish",0.53,11,-2.88,3.41
LA-065,"Madison Parish",1.39,36,-1.63,3.02
LA-067,"Morehouse Parish",1.88,47,-1.2,3.08
LA-069,"Natchitoches Parish",1.5,37,-1.76,3.26
LA-071,"Orleans Parish",1.0,20,-2.11,3.11
LA-073,"Ouachita Parish",1.37,36,-1.78,3.15
LA-075,"Plaquemines Parish",1.14,25,-2.45,3.59
LA-077,"Pointe Coupee Parish",1.36,24,-2.19,3.55
LA-079,"Rapides Parish",0.71,15,-2.97,3.68
LA-081,"Red River Parish",2.29,59,-0.89,3.18
LA-083,"Richland Parish",1.35,37,-1.71,3.06
LA-085,"Sabine Parish",1.89,44,-1.35,3.24
LA-087,"St. Bernard Parish",1.2,26,-2.07,3.27
LA-089,"St. Charles Parish",0.99,21,-2.35,3.34
LA-091,"St. Helena Parish",0.71,15,-2.62,3.33
LA-093,"St. James Parish",0.82,14,-2.66,3.48
LA-095,"St. John the Baptist Parish",0.83,13,-2.55,3.38
LA-097,"St. Landry Parish",0.76,12,-2.89,3.65
LA-099,"St. Martin Parish",0.4,9,-3.18,3.58
LA-101,"St. Mary Parish",0.55,12,-3.19,3.74
LA-103,"St. Tammany Parish",1.04,24,-2.18,3.22
LA-105,"Tangipahoa Parish",0.75,17,-2.59,3.34
LA-107,"Tensas Parish",0.99,24,-2.02,3.01
LA-109,"Terrebonne Parish",1.19,20,-2.79,3.98
LA-111,"Union Parish",2.43,62,-0.76,3.19
LA-113,"Vermilion Parish",0.48,6,-3.17,3.65
LA-115,"Vernon Parish",1.9,45,-1.58,3.48
LA-117,"Washington Parish",1.21,28,-2.05,3.26
LA-119,"Webster Parish",2.48,59,-0.74,3.22
LA-121,"West Baton Rouge Parish",0.56,11,-2.76,3.32
LA-123,"West Carroll Parish",1.64,44,-1.31,2.95
LA-125,"West Feliciana Parish",1.59,32,-1.8,3.39
LA-127,"Winn Parish",1.58,34,-1.66,3.24
ME-001,"Androscoggin County",6.36,108,2.5,3.86
ME-003,"Aroostook County",5.29,110,1.85,3.44
ME-005,"Cumberland County",6.07,106,2.31,3.76
ME-007,"Franklin County",4.84,91,1.05,3.79
ME-009,"Hancock County",8.28,125,4.22,4.06
ME-011,"Kennebec County",6.39,113,2.64,3.75
ME-013,"Knox County",5.93,101,1.93,4
ME-015,"Lincoln County",5.72,104,1.96,3.76
ME-017,"Oxford County",4.39,79,0.63,3.76
ME-019,"Penobscot County",7.04,120,3.29,3.75
ME-021,"Piscataquis County",6.83,118,3.1,3.73
ME-023,"Sagadahoc County",6.29,111,2.55,3.74
ME-025,"Somerset County",5.17,100,1.58,3.59
ME-027,"Waldo County",6.84,115,2.86,3.98
ME-029,"Washington County",6.24,109,2.32,3.92
ME-031,"York County",5.45,104,1.79,3.66
MD-001,"Allegany County",2.49,60,-0.27,2.76
MD-003,"Anne Arundel County",3.88,92,0.85,3.03
MD-005,"Baltimore County",3.57,82,0.35,3.22
MD-009,"Calvert County",3.74,86,0.66,3.08
MD-011,"Caroline County",3.8,83,0.75,3.05
MD-013,"Carroll County",3.38,74,0.15,3.23
MD-015,"Cecil County",4.65,99,1.53,3.12
MD-017,"Charles County",2.64,55,-0.46,3.1
MD-019,"Dorchester County",3.73,82,0.58,3.15
MD-021,"Frederick County",2.69,58,-0.6,3.29
MD-023,"Garrett County",2.58,54,-0.51,3.09
MD-025,"Harford County",4.42,96,1.31,3.11
MD-027,"Howard County",3.44,79,0.26,3.18
MD-029,"Kent County",3.65,88,0.59,3.06
MD-031,"Montgomery County",2.84,61,-0.28,3.12
MD-033,"Prince George's County",3.38,76,0.31,3.07
MD-035,"Queen Anne's County",3.79,87,0.75,3.04
MD-037,"St. Mary's County",3.76,86,0.73,3.03
MD-039,"Somerset County",3.72,78,0.63,3.09
MD-041,"Talbot County",3.87,86,0.75,3.12
MD-043,"Washington County",2.19,52,-0.94,3.13
MD-045,"Wicomico County",3.59,77,0.39,3.2
MD-047,"Worcester County",3.71,76,0.49,3.22
MD-510,"Baltimore City",3.08,71,-0.02,3.1
MD-511,"Washington, D.C.",3.11,68,0.06,3.05
MA-001,"Barnstable County",7.29,117,3.67,3.62
MA-003,"Berkshire County",3.89,74,0.38,3.51
MA-005,"Bristol County",5.69,107,2.22,3.47
MA-007,"Dukes County",6.54,114,2.96,3.58
MA-009,"Essex County",3.89,79,0.51,3.38
MA-011,"Franklin County",3.51,70,0.02,3.49
MA-013,"Hampden County",4.44,83,0.79,3.65
MA-015,"Hampshire County",3.67,71,0.08,3.59
MA-017,"Middlesex County",4.18,84,0.81,3.37
MA-019,"Nantucket County",7.95,125,4.53,3.42
MA-021,"Norfolk County",5.11,98,1.61,3.5
MA-023,"Plymouth County",6.41,112,2.81,3.6
MA-025,"Suffolk County",4.78,94,1.34,3.44
MA-027,"Worcester County",4.51,83,1.05,3.46
MI-001,"Alcona County",2.9,87,0.57,2.33
MI-003,"Alger County",4.29,100,1.24,3.05
MI-005,"Allegan County",3.76,94,0.81,2.95
MI-007,"Alpena County",3.62,98,1.24,2.38
MI-009,"Antrim County",4.57,101,1.51,3.06
MI-011,"Arenac County",2.51,69,0.08,2.43
MI-013,"Baraga County",3.15,78,0.34,2.81
MI-015,"Barry County",2.9,71,0.11,2.79
MI-017,"Bay County",2.48,64,-0.02,2.5
MI-019,"Benzie County",5.21,106,2.13,3.08
MI-021,"Berrien County",4.27,98,1.15,3.12
MI-023,"Branch County",1.44,24,-1.31,2.75
MI-025,"Calhoun County",1.95,39,-0.79,2.74
MI-027,"Cass County",3.56,82,0.51,3.05
MI-029,"Charlevoix County",4.55,103,1.62,2.93
MI-031,"Cheboygan County",3.93,102,1.26,2.67
MI-033,"Chippewa County",3.39,72,0.36,3.03
MI-035,"Clare County",2.49,64,-0.14,2.63
MI-037,"Clinton County",2.14,50,-0.4,2.54
MI-039,"Crawford County",3.14,88,0.44,2.7
MI-041,"Delta County",2.88,68,0.11,2.77
MI-043,"Dickinson County",2.02,43,-0.48,2.5
MI-045,"Eaton County",2.38,57,-0.22,2.6
MI-047,"Emmet County",4.39,102,1.56,2.83
MI-049,"Genesee County",2.26,55,-0.15,2.41
MI-051,"Gladwin County",2.57,70,0.04,2.53
MI-053,"Gogebic County",2.59,58,-0.14,2.73
MI-055,"Grand Traverse County",4.79,106,1.83,2.96
MI-057,"Gratiot County",2.16,46,-0.41,2.57
MI-059,"Hillsdale County",1.15,16,-1.48,2.63
MI-061,"Houghton County",2.44,60,-0.16,2.6
MI-063,"Huron County",3.3,90,0.71,2.59
MI-065,"Ingham County",1.89,43,-0.58,2.47
MI-067,"Ionia County",2.81,72,0.16,2.65
MI-069,"Iosco County",2.5,73,0.13,2.37
MI-071,"Iron County",1.88,35,-0.7,2.58
MI-073,"Isabella County",2.33,52,-0.24,2.57
MI-075,"Jackson County",1.58,34,-0.88,2.46
MI-077,"Kalamazoo County",2.63,49,-0.35,2.98
MI-079,"Kalkaska County",3.98,98,0.99,2.99
MI-081,"Kent County",3.53,94,0.74,2.79
MI-083,"Keweenaw County",1.94,36,-0.61,2.55
MI-085,"Lake County",3.96,95,0.88,3.08
MI-087,"Lapeer County",2.37,60,-0.09,2.46
MI-089,"Leelanau County",5.14,111,2.2,2.94
MI-091,"Lenawee County",0.81,10,-1.61,2.42
MI-093,"Livingston County",1.5,28,-0.94,2.44
MI-095,"Luce County",3.61,80,0.62,2.99
MI-097,"Mackinac County",3.59,82,0.67,2.92
MI-099,"Macomb County",1.27,20,-1.08,2.35
MI-101,"Manistee County",5.12,108,2.06,3.06
MI-103,"Marquette County",3.33,81,0.54,2.79
MI-105,"Mason County",4.2,100,1.24,2.96
MI-107,"Mecosta County",2.22,37,-0.58,2.8
MI-109,"Menominee County",1.94,39,-0.58,2.52
MI-111,"Midland County",2.42,61,-0.09,2.51
MI-113,"Missaukee County",3.11,84,0.37,2.74
MI-115,"Monroe County",0.86,10,-1.48,2.34
MI-117,"Montcalm County",2.64,59,-0.08,2.72
MI-119,"Montmorency County",3.27,95,0.88,2.39
MI-121,"Muskegon County",4.27,102,1.34,2.93
MI-123,"Newaygo County",3.25,76,0.28,2.97
MI-125,"Oakland County",1.29,20,-1.12,2.41
MI-127,"Oceana County",3.77,88,0.75,3.02
MI-129,"Ogemaw County",2.54,70,0.07,2.47
MI-131,"Ontonagon County",2.91,73,0.26,2.65
MI-133,"Osceola County",2.81,64,-0.04,2.85
MI-135,"Oscoda County",2.75,82,0.37,2.38
MI-137,"Otsego County",3.56,94,0.85,2.71
MI-139,"Ottawa County",4.27,103,1.38,2.89
MI-141,"Presque Isle County",3.78,101,1.27,2.51
MI-143,"Roscommon County",2.48,67,-0.11,2.59
MI-145,"Saginaw County",2.35,56,-0.12,2.47
MI-147,"St. Clair County",1.57,29,-0.92,2.49
MI-149,"St. Joseph County",2.56,60,-0.3,2.86
MI-151,"Sanilac County",2.91,79,0.36,2.55
MI-153,"Schoolcraft County",3.69,88,0.75,2.94
MI-155,"Shiawassee County",2.15,51,-0.27,2.42
MI-157,"Tuscola County",2.95,77,0.47,2.48
MI-159,"Van Buren County",3.9,91,0.84,3.06
MI-161,"Washtenaw County",1.03,17,-1.32,2.35
MI-163,"Wayne County",1.04,13,-1.3,2.34
MI-165,"Wexford County",4.69,106,1.63,3.06
MN-001,"Aitkin County",0.77,19,-1.34,2.11
MN-003,"Anoka County",0.41,7,-1.7,2.11
MN-005,"Becker County",0.56,18,-1.21,1.77
MN-007,"Beltrami County",0.78,22,-0.97,1.75
MN-009,"Benton County",0.46,10,-1.53,1.99
MN-011,"Big Stone County",0.61,26,-1.02,1.63
MN-013,"Blue Earth County",0.3,8,-1.62,1.92
MN-015,"Brown County",0.17,4,-1.72,1.89
MN-017,"Carlton County",0.81,16,-1.34,2.15
MN-019,"Carver County",0.3,3,-1.69,1.99
MN-021,"Cass County",0.7,16,-1.35,2.05
MN-023,"Chippewa County",0.39,11,-1.32,1.71
MN-025,"Chisago County",0.36,5,-1.85,2.21
MN-027,"Clay County",0.33,15,-1.21,1.54
MN-029,"Clearwater County",0.61,19,-1.13,1.74
MN-031,"Cook County",1.46,31,-1.02,2.48
MN-033,"Cottonwood County",0.23,5,-1.54,1.77
MN-035,"Crow Wing County",0.59,14,-1.43,2.02
MN-037,"Dakota County",0.38,6,-1.73,2.11
MN-039,"Dodge County",0.54,8,-1.62,2.16
MN-041,"Douglas County",0.58,19,-1.28,1.86
MN-043,"Faribault County",0.44,14,-1.54,1.98
MN-045,"Fillmore County",1.58,44,-0.63,2.21
MN-047,"Freeborn County",0.4,7,-1.73,2.13
MN-049,"Goodhue County",0.63,9,-1.55,2.18
MN-051,"Grant County",0.52,22,-1.18,1.7
MN-053,"Hennepin County",0.35,6,-1.7,2.05
MN-055,"Houston County",1.33,30,-0.93,2.26
MN-057,"Hubbard County",0.62,17,-1.35,1.97
MN-059,"Isanti County",0.53,9,-1.6,2.13
MN-061,"Itasca County",0.87,19,-1.18,2.05
MN-063,"Jackson County",0.13,5,-1.61,1.74
MN-065,"Kanabec County",0.65,12,-1.5,2.15
MN-067,"Kandiyohi County",0.31,9,-1.51,1.82
MN-069,"Kittson County",0.63,29,-0.72,1.35
MN-071,"Koochiching County",0.93,20,-1.1,2.03
MN-073,"Lac qui Parle County",0.43,18,-1.18,1.61
MN-075,"Lake County",1.44,35,-0.93,2.37
MN-077,"Lake of the Woods County",0.9,30,-0.84,1.74
MN-079,"Le Sueur County",0.29,5,-1.69,1.98
MN-081,"Lincoln County",0.55,22,-1.1,1.65
MN-083,"Lyon County",0.49,21,-1.19,1.68
MN-085,"McLeod County",0.23,4,-1.69,1.92
MN-087,"Mahnomen County",0.52,15,-1.19,1.71
MN-089,"Marshall County",0.43,15,-0.98,1.41
MN-091,"Martin County",0.19,6,-1.64,1.83
MN-093,"Meeker County",0.27,6,-1.56,1.83
MN-095,"Mille Lacs County",0.62,12,-1.47,2.09
MN-097,"Morrison County",0.5,10,-1.5,2
MN-099,"Mower County",0.65,11,-1.55,2.2
MN-101,"Murray County",0.52,19,-1.21,1.73
MN-103,"Nicollet County",0.21,3,-1.74,1.95
MN-105,"Nobles County",0.25,5,-1.49,1.74
MN-107,"Norman County",0.3,10,-1.22,1.52
MN-109,"Olmsted County",1.0,23,-1.19,2.19
MN-111,"Otter Tail County",0.57,19,-1.2,1.77
MN-113,"Pennington County",0.41,12,-1.06,1.47
MN-115,"Pine County",0.66,10,-1.53,2.19
MN-117,"Pipestone County",0.65,24,-1.05,1.7
MN-119,"Polk County",0.3,10,-1.19,1.49
MN-121,"Pope County",0.57,20,-1.25,1.82
MN-123,"Ramsey County",0.36,6,-1.76,2.12
MN-125,"Red Lake County",0.42,12,-1.1,1.52
MN-127,"Redwood County",0.29,7,-1.49,1.78
MN-129,"Renville County",0.12,3,-1.67,1.79
MN-131,"Rice County",0.34,4,-1.74,2.08
MN-133,"Rock County",0.36,13,-1.38,1.74
MN-135,"Roseau County",0.85,32,-0.66,1.51
MN-137,"St. Louis County",1.3,30,-0.91,2.21
MN-139,"Scott County",0.3,5,-1.72,2.02
MN-141,"Sherburne County",0.43,7,-1.57,2
MN-143,"Sibley County",0.19,3,-1.77,1.96
MN-145,"Stearns County",0.39,8,-1.48,1.87
MN-147,"Steele County",0.31,3,-1.74,2.05
MN-149,"Stevens County",0.64,26,-1.09,1.73
MN-151,"Swift County",0.55,21,-1.21,1.76
MN-153,"Todd County",0.46,11,-1.44,1.9
MN-155,"Traverse County",0.45,20,-1.12,1.57
MN-157,"Wabasha County",0.96,19,-1.26,2.22
MN-159,"Wadena County",0.54,16,-1.43,1.97
MN-161,"Waseca County",0.29,4,-1.7,1.99
MN-163,"Washington County",0.37,6,-1.78,2.15
MN-165,"Watonwan County",0.19,4,-1.65,1.84
MN-167,"Wilkin County",0.33,15,-1.21,1.54
MN-169,"Winona County",1.08,23,-1.2,2.28
MN-171,"Wright County",0.35,6,-1.61,1.96
MN-173,"Yellow Medicine County",0.36,11,-1.28,1.64
MS-001,"Adams County",0.94,18,-2.11,3.05
MS-003,"Alcorn County",2.93,68,-0.01,2.94
MS-005,"Amite County",0.82,17,-2.42,3.24
MS-007,"Attala County",1.76,49,-0.99,2.75
MS-009,"Benton County",3.02,68,-0.02,3.04
MS-011,"Bolivar County",2.41,58,-0.53,2.94
MS-013,"Calhoun County",2.48,60,-0.32,2.8
MS-015,"Carroll County",2.17,55,-0.66,2.83
MS-017,"Chickasaw County",2.74,70,-0.09,2.83
MS-019,"Choctaw County",2.0,51,-0.75,2.75
MS-021,"Claiborne County",1.11,30,-1.79,2.9
MS-023,"Clarke County",3.33,87,0.59,2.74
MS-025,"Clay County",2.12,54,-0.74,2.86
MS-027,"Coahoma County",2.15,53,-0.81,2.96
MS-029,"Copiah County",1.23,33,-1.75,2.98
MS-031,"Covington County",2.2,61,-0.74,2.94
MS-033,"DeSoto County",3.49,82,0.43,3.06
MS-035,"Forrest County",3.04,77,0.09,2.95
MS-037,"Franklin County",0.83,19,-2.3,3.13
MS-039,"George County",2.46,57,-0.69,3.15
MS-041,"Greene County",2.65,70,-0.28,2.93
MS-043,"Grenada County",2.18,53,-0.59,2.77
MS-045,"Hancock County",1.62,33,-1.61,3.23
MS-047,"Harrison County",2.28,52,-0.95,3.23
MS-049,"Hinds County",1.58,48,-1.25,2.83
MS-051,"Holmes County",1.95,49,-0.87,2.82
MS-053,"Humphreys County",2.08,55,-0.81,2.89
MS-055,"Issaquena County",1.67,48,-1.23,2.9
MS-057,"Itawamba County",3.03,78,0.22,2.81
MS-059,"Jackson County",2.22,55,-1.01,3.23
MS-061,"Jasper County",2.54,64,-0.33,2.87
MS-063,"Jefferson County",0.9,20,-2.07,2.97
MS-065,"Jefferson Davis County",1.77,44,-1.19,2.96
MS-067,"Jones County",2.5,70,-0.36,2.86
MS-069,"Kemper County",2.13,56,-0.63,2.76
MS-071,"Lafayette County",2.61,64,-0.28,2.89
MS-073,"Lamar County",2.45,64,-0.56,3.01
MS-075,"Lauderdale County",2.79,81,0.05,2.74
MS-077,"Lawrence County",1.15,29,-1.82,2.97
MS-079,"Leake County",1.44,39,-1.25,2.69
MS-081,"Lee County",3.47,84,0.62,2.85
MS-083,"Leflore County",2.3,56,-0.55,2.85
MS-085,"Lincoln County",0.84,18,-2.26,3.1
MS-087,"Lowndes County",1.77,41,-1.1,2.87
MS-089,"Madison County",1.49,45,-1.23,2.72
MS-091,"Marion County",1.56,38,-1.47,3.03
MS-093,"Marshall County",3.12,72,0.1,3.02
MS-095,"Monroe County",2.52,61,-0.35,2.87
MS-097,"Montgomery County",2.18,56,-0.59,2.77
MS-099,"Neshoba County",1.58,42,-1.15,2.73
MS-101,"Newton County",2.22,58,-0.55,2.77
MS-103,"Noxubee County",1.97,55,-0.77,2.74
MS-105,"Oktibbeha County",1.97,52,-0.81,2.78
MS-107,"Panola County",2.58,63,-0.28,2.86
MS-109,"Pearl River County",1.84,42,-1.25,3.09
MS-111,"Perry County",2.98,77,0.02,2.96
MS-113,"Pike County",0.77,16,-2.42,3.19
MS-115,"Pontotoc County",3.14,76,0.32,2.82
MS-117,"Prentiss County",3.37,82,0.42,2.95
MS-119,"Quitman County",2.19,57,-0.66,2.85
MS-121,"Rankin County",1.35,42,-1.4,2.75
MS-123,"Scott County",1.55,46,-1.19,2.74
MS-125,"Sharkey County",1.77,47,-1.12,2.89
MS-127,"Simpson County",1.46,42,-1.5,2.96
MS-129,"Smith County",1.82,46,-1.11,2.93
MS-131,"Stone County",2.55,63,-0.53,3.08
MS-133,"Sunflower County",2.44,57,-0.48,2.92
MS-135,"Tallahatchie County",2.16,50,-0.65,2.81
MS-137,"Tate County",3.2,77,0.26,2.94
MS-139,"Tippah County",3.18,74,0.18,3
MS-141,"Tishomingo County",2.8,70,-0.12,2.92
MS-143,"Tunica County",2.86,67,-0.24,3.1
MS-145,"Union County",3.25,78,0.34,2.91
MS-147,"Walthall County",1.06,22,-2.11,3.17
MS-149,"Warren County",1.51,41,-1.42,2.93
MS-151,"Washington County",2.05,51,-0.93,2.98
MS-153,"Wayne County",3.29,84,0.45,2.84
MS-155,"Webster County",2.2,59,-0.61,2.81
MS-157,"Wilkinson County",1.02,19,-2.21,3.23
MS-159,"Winston County",1.65,42,-1.07,2.72
MS-161,"Yalobusha County",2.27,52,-0.6,2.87
MS-163,"Yazoo County",1.66,45,-1.15,2.81
MO-001,"Adair County",1.51,35,-1.4,2.91
MO-003,"Andrew County",1.25,28,-1.43,2.68
MO-005,"Atchison County",0.79,17,-1.78,2.57
MO-007,"Audrain County",3.3,79,0.17,3.13
MO-009,"Barry County",3.9,77,0.35,3.55
MO-011,"Barton County",3.07,62,-0.49,3.56
MO-013,"Bates County",2.93,57,-0.41,3.34
MO-015,"Benton County",3.84,76,0.23,3.61
MO-017,"Bollinger County",2.16,47,-0.99,3.15
MO-019,"Boone County",3.45,81,0.27,3.18
MO-021,"Buchanan County",1.05,25,-1.73,2.78
MO-023,"Butler County",2.11,47,-1.09,3.2
MO-025,"Caldwell County",1.66,37,-1.26,2.92
MO-027,"Callaway County",3.68,86,0.42,3.26
MO-029,"Camden County",4.1,86,0.51,3.59
MO-031,"Cape Girardeau County",1.7,40,-1.41,3.11
MO-033,"Carroll County",2.02,44,-1.1,3.12
MO-035,"Carter County",2.43,52,-0.69,3.12
MO-037,"Cass County",2.58,55,-0.73,3.31
MO-039,"Cedar County",3.48,73,-0.07,3.55
MO-041,"Chariton County",1.91,40,-1.2,3.11
MO-043,"Christian County",4.22,87,0.69,3.53
MO-045,"Clark County",1.5,35,-1.22,2.72
MO-047,"Clay County",1.42,31,-1.61,3.03
MO-049,"Clinton County",1.29,27,-1.68,2.97
MO-051,"Cole County",3.83,88,0.41,3.42
MO-053,"Cooper County",3.38,77,0.14,3.24
MO-055,"Crawford County",2.71,60,-0.52,3.23
MO-057,"Dade County",3.42,69,-0.14,3.56
MO-059,"Dallas County",3.87,76,0.27,3.6
MO-061,"Daviess County",1.59,36,-1.29,2.88
MO-063,"DeKalb County",1.33,27,-1.47,2.8
MO-065,"Dent County",2.37,42,-0.91,3.28
MO-067,"Douglas County",4.43,94,1.01,3.42
MO-069,"Dunklin County",2.17,49,-1.02,3.19
MO-071,"Franklin County",3.63,90,0.46,3.17
MO-073,"Gasconade County",3.99,98,0.75,3.24
MO-075,"Gentry County",1.36,28,-1.39,2.75
MO-077,"Greene County",3.65,75,0.15,3.5
MO-079,"Grundy County",1.77,42,-1.12,2.89
MO-081,"Harrison County",1.57,34,-1.22,2.79
MO-083,"Henry County",3.11,60,-0.4,3.51
MO-085,"Hickory County",4.15,87,0.55,3.6
MO-087,"Holt County",0.95,24,-1.56,2.51
MO-089,"Howard County",2.7,64,-0.39,3.09
MO-091,"Howell County",2.79,62,-0.49,3.28
MO-093,"Iron County",2.51,51,-0.77,3.28
MO-095,"Jackson County",2.03,45,-1.14,3.17
MO-097,"Jasper County",3.15,65,-0.42,3.57
MO-099,"Jefferson County",3.03,78,0.07,2.96
MO-101,"Johnson County",2.54,50,-0.87,3.41
MO-103,"Knox County",1.58,35,-1.3,2.88
MO-105,"Laclede County",3.91,86,0.38,3.53
MO-107,"Lafayette County",2.22,46,-1.03,3.25
MO-109,"Lawrence County",3.72,79,0.17,3.55
MO-111,"Lewis County",1.92,45,-0.85,2.77
MO-113,"Lincoln County",3.66,91,0.57,3.09
MO-115,"Linn County",1.74,40,-1.25,2.99
MO-117,"Livingston County",1.78,44,-1.14,2.92
MO-119,"McDonald County",4.25,83,0.68,3.57
MO-121,"Macon County",1.68,35,-1.32,3
MO-123,"Madison County",2.94,71,-0.35,3.29
MO-125,"Maries County",3.55,80,0.19,3.36
MO-127,"Marion County",2.17,48,-0.65,2.82
MO-129,"Mercer County",1.66,38,-1.16,2.82
MO-131,"Miller County",3.94,86,0.43,3.51
MO-133,"Mississippi County",1.34,22,-1.77,3.11
MO-135,"Moniteau County",3.7,82,0.32,3.38
MO-137,"Monroe County",2.57,60,-0.36,2.93
MO-139,"Montgomery County",3.66,85,0.52,3.14
MO-141,"Morgan County",3.95,81,0.38,3.57
MO-143,"New Madrid County",1.46,23,-1.76,3.22
MO-145,"Newton County",3.56,72,-0.07,3.63
MO-147,"Nodaway County",1.23,28,-1.41,2.64
MO-149,"Oregon County",2.05,43,-1.17,3.22
MO-151,"Osage County",3.78,86,0.49,3.29
MO-153,"Ozark County",4.47,96,1.24,3.23
MO-155,"Pemiscot County",2.31,52,-0.83,3.14
MO-157,"Perry County",2.17,45,-0.89,3.06
MO-159,"Pettis County",3.04,63,-0.29,3.33
MO-161,"Phelps County",3.25,72,-0.07,3.32
MO-163,"Pike County",3.51,86,0.44,3.07
MO-165,"Platte County",1.21,27,-1.66,2.87
MO-167,"Polk County",3.58,71,0.06,3.52
MO-169,"Pulaski County",3.74,85,0.31,3.43
MO-171,"Putnam County",1.83,45,-0.92,2.75
MO-173,"Ralls County",2.78,75,-0.14,2.92
MO-175,"Randolph County",2.25,50,-0.78,3.03
MO-177,"Ray County",1.93,44,-1.16,3.09
MO-179,"Reynolds County",2.42,47,-0.83,3.25
MO-181,"Ripley County",2.09,48,-1.07,3.16
MO-183,"St. Charles County",3.55,92,0.54,3.01
MO-185,"St. Clair County",3.63,77,0.09,3.54
MO-186,"Ste. Genevieve County",2.65,66,-0.4,3.05
